Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,taux_absence,heures_moy_par_jour,total_heures_travaillees
42,No,Travel_Rarely,Sales,1,3,Life Sciences,4061,Female,1,Sales Executive,Divorced,23720,3.0,12,1,14.0,3,0,0,0,3,3,2.0,4.0,3.0,9.96,8.69,2042.9
27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,4062,Male,4,Laboratory Technician,Married,102310,1.0,13,1,1.0,2,1,0,0,3,3,1.0,2.0,3.0,13.03,6.5,1475.21
35,No,Travel_Rarely,Research & Development,25,1,Medical,4063,Male,1,Sales Executive,Married,54100,0.0,18,0,6.0,4,5,0,4,3,3,2.0,1.0,1.0,8.05,6.55,1572.73
28,No,Non-Travel,Research & Development,21,1,Medical,4064,Male,3,Research Scientist,Single,79780,1.0,16,2,5.0,2,5,1,4,3,3,3.0,3.0,2.0,11.49,6.71,1549.68
31,No,Non-Travel,Sales,23,1,Medical,4065,Male,1,Sales Executive,Divorced,38670,1.0,11,1,4.0,4,4,2,3,4,3,3.0,1.0,4.0,10.34,9.77,2286.74
36,No,Non-Travel,Research & Development,1,3,Life Sciences,4066,Male,2,Research Scientist,Married,28380,1.0,19,2,5.0,5,5,0,2,1,3,1.0,2.0,3.0,10.34,7.11,1664.29
34,No,Travel_Rarely,Sales,2,3,Marketing,4067,Male,4,Healthcare Representative,Single,46950,1.0,16,1,14.0,2,14,2,1,3,3,1.0,4.0,2.0,12.26,5.99,1372.58
34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,4068,Female,1,Research Director,Divorced,33390,1.0,16,0,9.0,2,8,1,1,2,3,4.0,3.0,2.0,7.28,6.79,1644.08
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4069,Male,2,Research Scientist,Single,20800,0.0,13,0,8.0,6,7,7,6,4,3,3.0,1.0,2.0,8.43,6.79,1622.4
29,No,Travel_Rarely,Research & Development,2,4,Other,4070,Male,2,Laboratory Technician,Married,20960,0.0,22,0,6.0,2,5,0,2,4,4,1.0,1.0,2.0,6.51,7.71,1881.27
32,No,Non-Travel,Research & Development,3,1,Life Sciences,4071,Male,3,Manager,Divorced,62090,5.0,17,1,9.0,5,5,1,2,4,3,3.0,4.0,3.0,6.9,6.6,1604.54
31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,4072,Female,2,Human Resources,Married,180610,1.0,14,1,10.0,2,10,8,7,3,3,4.0,1.0,3.0,9.58,6.93,1636.42
28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,4073,Female,2,Sales Representative,Divorced,171230,5.0,15,1,6.0,2,4,0,3,2,3,3.0,4.0,2.0,6.9,6.29,1528.68
38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,4074,Male,3,Sales Representative,Single,23720,4.0,12,0,20.0,3,1,0,0,2,3,1.0,1.0,2.0,9.2,7.24,1716.39
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4075,Male,2,Sales Representative,Married,48830,1.0,18,1,10.0,1,10,0,9,1,3,3.0,4.0,3.0,12.26,8.81,2017.84
27,No,Travel_Rarely,Sales,2,3,Life Sciences,4076,Female,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7,3,3,4.0,4.0,3.0,9.2,7.89,1869.79
32,No,Travel_Rarely,Research & Development,8,1,Medical,4077,Female,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0,2,3,4.0,4.0,3.0,7.66,7.32,1764.56
31,Yes,Travel_Frequently,Research & Development,2,1,Other,4078,Male,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8,3,3,1.0,4.0,3.0,11.11,10.32,2393.74
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,4079,Male,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2,3,3,1.0,1.0,2.0,8.05,10.81,2594.08
54,No,Travel_Rarely,Research & Development,14,3,Other,4080,Male,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3,3,3,1.0,3.0,2.0,11.88,7.86,1807.36
33,No,Travel_Frequently,Research & Development,2,4,Medical,4081,Female,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8,3,3,4.0,3.0,3.0,6.9,7.89,1916.69
43,No,Travel_Rarely,Research & Development,3,3,Medical,4082,Male,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9,3,3,1.0,3.0,3.0,7.28,7.52,1819.89
38,No,Travel_Frequently,Research & Development,2,5,Medical,4083,Female,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2,2,3,4.0,2.0,3.0,9.58,8.0,1888.79
55,No,Travel_Rarely,Sales,9,3,Marketing,4084,Male,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4,2,3,3.0,2.0,3.0,7.28,8.18,1978.5
31,No,Travel_Rarely,Sales,6,3,Other,4085,Male,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0,3,3,4.0,4.0,3.0,9.58,10.81,2552.05
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4086,Male,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10,2,3,2.0,1.0,3.0,8.05,6.09,1461.43
42,No,Non-Travel,Research & Development,10,4,Life Sciences,4087,Female,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7,3,3,4.0,3.0,3.0,11.88,6.6,1517.59
31,No,Non-Travel,Research & Development,14,2,Life Sciences,4088,Male,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8,3,3,3.0,3.0,4.0,9.96,6.1,1432.98
54,No,Travel_Rarely,Research & Development,1,3,Medical,4089,Female,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4,4,3,3.0,1.0,3.0,5.75,10.5,2583.24
24,No,Travel_Rarely,Research & Development,5,4,Other,4090,Male,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2,1,3,2.0,3.0,2.0,13.41,6.87,1553.62
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4091,Male,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4,3,3,4.0,4.0,4.0,8.05,7.03,1686.06
40,No,Travel_Frequently,Research & Development,21,3,Medical,4092,Female,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4,2,4,4.0,3.0,4.0,7.28,7.8,1887.59
40,No,Travel_Rarely,Research & Development,8,1,Medical,4093,Female,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10,2,3,2.0,2.0,3.0,8.43,6.19,1478.9
25,No,Travel_Rarely,Sales,20,5,Medical,4094,Female,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2,3,3,3.0,2.0,3.0,9.96,6.21,1459.66
30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,4095,Male,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7,2,3,4.0,2.0,2.0,9.96,6.12,1437.7
25,No,Travel_Rarely,Research & Development,7,2,Medical,4096,Male,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2,3,3,4.0,3.0,2.0,9.96,10.2,2396.06
47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4097,Male,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11,2,3,1.0,3.0,3.0,8.05,7.79,1870.57
33,No,Non-Travel,Research & Development,1,3,Life Sciences,4098,Male,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0,3,3,2.0,3.0,2.0,8.05,6.2,1488.77
38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,4099,Female,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,3,3,4.0,2.0,3.0,6.13,7.91,1939.06
31,No,Travel_Rarely,Research & Development,10,4,Medical,4100,Female,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,3,3,1.0,3.0,3.0,9.96,7.23,1698.32
38,No,Travel_Frequently,Research & Development,1,4,Other,4101,Male,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,3,3,1.0,3.0,3.0,9.96,6.49,1526.3
42,No,Travel_Rarely,Research & Development,6,3,Medical,4102,Male,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,1,3,4.0,1.0,2.0,6.9,9.8,2382.34
41,No,Travel_Rarely,Sales,2,2,Medical,4103,Male,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,1,3,4.0,4.0,3.0,12.26,7.67,1756.6
47,No,Non-Travel,Research & Development,21,2,Medical,4104,Male,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,2,3,3.0,2.0,1.0,7.28,7.22,1748.41
35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4105,Male,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,2,3,4.0,3.0,3.0,8.81,10.38,2470.84
22,No,Travel_Rarely,Human Resources,12,1,Human Resources,4106,Male,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,3,3,4.0,3.0,4.0,12.26,6.41,1468.89
35,No,Travel_Rarely,Research & Development,9,3,Medical,4107,Female,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,3,4,2.0,3.0,3.0,8.43,7.99,1908.74
33,No,Travel_Rarely,Sales,3,4,Medical,4108,Male,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2,3,2.0,4.0,3.0,12.26,9.07,2077.05
32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,4109,Male,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3,3,3.0,2.0,3.0,12.26,6.99,1601.27
40,No,Travel_Rarely,Research & Development,1,4,Medical,4110,Male,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,2,3,1.0,4.0,2.0,8.43,6.22,1486.0
32,No,Travel_Rarely,Research & Development,1,2,Medical,4111,Male,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,3,3,2.0,2.0,3.0,9.96,6.02,1414.98
39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,4112,Male,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,3,3,1.0,4.0,3.0,9.58,8.0,1889.15
38,No,Travel_Rarely,Sales,20,4,Medical,4113,Female,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2,3,2.0,3.0,3.0,7.28,8.04,1946.58
32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,4114,Male,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3,3,3.0,4.0,3.0,8.81,7.9,1880.17
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4115,Female,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8,3,3,3.0,4.0,3.0,10.73,9.4,2189.12
25,No,Travel_Rarely,Research & Development,2,4,Medical,4116,Female,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4,3,4,1.0,3.0,2.0,7.28,7.97,1929.39
52,No,Non-Travel,Research & Development,2,4,Other,4117,Male,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0,3,3,1.0,4.0,3.0,9.2,6.78,1606.06
44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,4118,Female,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,3,3,2.0,4.0,3.0,9.58,10.8,2548.49
21,No,Travel_Rarely,Sales,10,5,Medical,4119,Male,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3,3,3.0,1.0,3.0,9.58,8.19,1933.53
39,No,Non-Travel,Research & Development,3,4,Life Sciences,4120,Female,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4,3,4.0,4.0,2.0,8.43,6.27,1498.58
23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,4121,Female,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,3,3,4.0,1.0,2.0,6.13,8.0,1959.66
36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,4122,Female,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,3,3,1.0,4.0,3.0,10.34,7.84,1834.04
36,No,Travel_Frequently,Research & Development,16,1,Medical,4123,Male,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,2,3,4.0,2.0,3.0,6.9,7.8,1895.79
56,No,Non-Travel,Research & Development,8,1,Life Sciences,4124,Male,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,2,4,3.0,3.0,2.0,11.11,6.57,1524.62
29,Yes,Travel_Rarely,Research & Development,9,4,Medical,4125,Male,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,3,4,1.0,4.0,4.0,5.36,10.94,2702.26
42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,4126,Male,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,2,4,1.0,3.0,2.0,9.2,7.36,1744.64
56,Yes,Travel_Rarely,Sales,10,4,Other,4127,Male,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,3,4,4.0,3.0,1.0,8.05,6.8,1632.5
41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,4128,Female,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,4,3,1.0,2.0,3.0,8.05,7.78,1866.39
34,No,Travel_Rarely,Sales,1,3,Medical,4129,Female,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,3,3,4.0,3.0,3.0,6.51,7.39,1802.48
36,No,Non-Travel,Sales,1,1,Medical,4130,Female,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,3,3,4.0,4.0,2.0,10.34,7.73,1807.85
41,No,Travel_Rarely,Research & Development,1,5,Medical,4131,Male,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3,3,3.0,2.0,3.0,12.64,7.09,1616.66
32,No,Travel_Rarely,Sales,9,4,Life Sciences,4132,Female,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,3,3,4.0,1.0,3.0,9.58,6.66,1572.03
35,No,Travel_Rarely,Research & Development,16,3,Medical,4133,Female,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3,3,3.0,4.0,3.0,7.66,10.48,2524.7
38,No,Travel_Rarely,Research & Development,23,3,Medical,4134,Male,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,2,4,1.0,4.0,3.0,9.96,6.93,1627.86
50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,4135,Female,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2,3,2.0,3.0,3.0,7.66,7.19,1732.21
36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,4136,Male,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2,3,2.0,4.0,2.0,10.34,6.3,1475.33
45,No,Travel_Rarely,Sales,24,3,Life Sciences,4137,Male,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4,3,4.0,3.0,3.0,9.96,6.1,1434.58
40,No,Travel_Rarely,Sales,10,4,Life Sciences,4138,Male,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3,3,3.0,3.0,3.0,11.11,6.2,1437.47
35,No,Travel_Frequently,Sales,7,2,Life Sciences,4139,Male,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,2,4,3.0,3.0,4.0,8.81,8.41,2000.55
40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,4140,Male,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3,3,3.0,3.0,3.0,11.49,7.51,1734.5
35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,4141,Male,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3,3,3.0,4.0,3.0,12.26,6.86,1570.49
29,No,Travel_Rarely,Research & Development,1,3,Medical,4142,Male,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,2,3,4.0,2.0,3.0,11.11,9.82,2278.39
29,No,Travel_Rarely,Research & Development,5,3,Medical,4143,Male,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,3,3,4.0,1.0,1.0,12.64,6.06,1382.29
50,Yes,Travel_Rarely,Research & Development,17,3,Medical,4144,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,3,3,4.0,1.0,3.0,7.66,9.62,2317.91
39,No,Travel_Rarely,Sales,25,3,Medical,4145,Male,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,4,3,2.0,4.0,2.0,6.9,7.54,1831.63
31,No,Non-Travel,Research & Development,8,4,Life Sciences,4146,Female,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,3,3,2.0,1.0,3.0,6.51,7.31,1784.61
26,No,Travel_Rarely,Research & Development,11,4,Medical,4147,Male,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,3,4,4.0,3.0,3.0,11.88,7.49,1722.36
36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,4148,Male,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3,3,3.0,4.0,3.0,8.05,7.73,1855.51
39,No,Travel_Rarely,Research & Development,2,1,Medical,4149,Female,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,3,3,4.0,1.0,3.0,11.11,5.99,1388.78
27,No,Travel_Rarely,Research & Development,8,2,Medical,4150,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,3,4,2.0,2.0,3.0,11.49,9.33,2154.79
49,No,Travel_Frequently,Research & Development,6,1,Medical,4151,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,2,3,4.0,2.0,2.0,8.05,6.42,1540.13
34,No,Travel_Rarely,Sales,4,3,Medical,4152,Female,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,3,3,2.0,3.0,4.0,13.41,6.47,1462.31
41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4153,Female,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,3,3,2.0,4.0,1.0,10.34,8.59,2009.21
49,No,Travel_Frequently,Sales,1,4,Life Sciences,4154,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3,4,3.0,2.0,3.0,8.43,6.7,1600.74
37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,4155,Male,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,3,3,4.0,3.0,3.0,9.2,8.49,2012.28
33,No,Travel_Frequently,Research & Development,10,2,Medical,4156,Male,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,3,3,4.0,3.0,3.0,6.51,9.5,2317.63
27,No,Travel_Rarely,Sales,5,4,Medical,4157,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,2,3,1.0,2.0,3.0,12.26,6.42,1469.23
32,No,Travel_Frequently,Research & Development,9,2,Medical,4158,Female,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6,2,3,4.0,4.0,2.0,7.66,7.34,1769.72
59,No,Travel_Rarely,Sales,2,2,Marketing,4159,Female,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0,3,3,3.0,1.0,2.0,9.96,10.02,2355.0
30,No,Travel_Rarely,Research & Development,11,4,Medical,4160,Male,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0,3,3,4.0,3.0,3.0,10.73,6.39,1488.53
38,No,Travel_Frequently,Sales,18,4,Life Sciences,4161,Male,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8,3,3,4.0,3.0,3.0,11.88,7.99,1837.12
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4162,Male,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3,4,3.0,3.0,2.0,10.34,7.81,1826.94
35,No,Travel_Rarely,Human Resources,3,4,Human Resources,4163,Male,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,3,3,1.0,2.0,3.0,11.11,7.51,1741.39
29,No,Travel_Rarely,Sales,29,4,Life Sciences,4164,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,2,3,4.0,3.0,3.0,4.98,10.7,2653.94
31,No,Travel_Rarely,Research & Development,2,2,Medical,4165,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3,3,3,1.0,3.0,2.0,9.58,6.29,1484.25
34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,4166,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2,2,3,2.0,4.0,3.0,11.49,7.6,1754.98
28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,4167,Male,5,Research Director,Single,100960,5.0,13,0,6.0,2,4,0,3,3,3,3.0,3.0,3.0,12.26,10.5,2403.62
29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,4168,Female,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8,4,3,2.0,1.0,3.0,10.34,8.02,1875.58
32,No,Travel_Rarely,Human Resources,22,3,Human Resources,4169,Female,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5,3,3,1.0,2.0,2.0,8.43,10.7,2557.2
22,No,Non-Travel,Research & Development,8,3,Life Sciences,4170,Female,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0,4,3,4.0,4.0,2.0,11.49,9.98,2305.72
53,No,Travel_Rarely,Research & Development,11,3,Medical,4171,Male,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7,3,3,1.0,4.0,3.0,9.58,8.03,1895.22
38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,4172,Female,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2,3,3,4.0,4.0,3.0,5.36,9.71,2398.33
24,No,Non-Travel,Research & Development,1,5,Life Sciences,4173,Male,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3,2,3,1.0,3.0,2.0,11.11,6.9,1600.79
36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,4174,Male,1,Research Director,Single,54860,7.0,12,1,10.0,2,5,0,3,3,3,3.0,1.0,3.0,10.34,6.5,1519.93
34,No,Travel_Rarely,Sales,24,3,Marketing,4175,Male,4,Research Scientist,Single,27420,0.0,11,1,13.0,2,12,2,11,3,3,1.0,2.0,3.0,8.05,6.14,1474.27
21,No,Travel_Rarely,Sales,2,3,Life Sciences,4176,Male,2,Manufacturing Director,Single,137570,1.0,12,1,0.0,3,0,0,0,3,3,3.0,4.0,3.0,12.64,5.99,1364.85
34,Yes,Travel_Rarely,Sales,15,2,Marketing,4177,Female,2,Research Scientist,Single,84630,2.0,13,0,8.0,2,4,1,3,1,3,2.0,1.0,3.0,8.81,7.8,1856.32
53,No,Travel_Rarely,Sales,2,1,Life Sciences,4178,Male,5,Human Resources,Divorced,31620,4.0,15,0,26.0,4,14,4,8,3,3,3.0,3.0,2.0,6.13,7.52,1841.2
32,Yes,Travel_Frequently,Research & Development,10,3,Medical,4179,Female,2,Manufacturing Director,Single,165980,1.0,13,0,10.0,2,10,6,7,3,3,2.0,1.0,3.0,10.34,9.54,2232.71
42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4180,Male,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2,2,4,3.0,2.0,3.0,12.26,6.92,1585.26
44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,4181,Female,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17,3,3,1.0,4.0,3.0,6.9,7.09,1722.82
46,No,Travel_Rarely,Sales,2,3,Life Sciences,4182,Female,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1,1,3,2.0,1.0,2.0,8.05,8.05,1931.43
33,No,Travel_Rarely,Sales,3,3,Medical,4183,Male,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0,3,3,3.0,4.0,3.0,9.96,6.5,1527.12
44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,4184,Male,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3,3,4,4.0,4.0,4.0,7.66,8.5,2047.42
30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,4185,Female,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8,3,3,4.0,3.0,3.0,8.43,6.06,1448.14
39,Yes,Travel_Rarely,Human Resources,1,4,Medical,4186,Male,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0,3,3,4.0,4.0,4.0,7.66,6.51,1568.41
24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,4187,Male,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0,2,3,2.0,4.0,2.0,6.13,9.68,2372.47
43,No,Travel_Rarely,Sales,9,5,Technical Degree,4188,Female,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4,2,3,4.0,3.0,2.0,10.34,6.51,1522.96
50,Yes,Travel_Rarely,Research & Development,12,4,Medical,4189,Male,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2,2,3,1.0,3.0,3.0,12.26,8.93,2045.09
35,No,Travel_Rarely,Sales,2,4,Marketing,4190,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2,3,3,4.0,4.0,3.0,10.73,7.09,1652.04
36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,4191,Female,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0,2,3,2.0,1.0,4.0,9.2,9.11,2160.13
33,No,Travel_Frequently,Sales,9,2,Marketing,4192,Male,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3,2,3,3.0,1.0,3.0,8.43,6.56,1568.69
35,No,Travel_Rarely,Research & Development,10,1,Medical,4193,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0,3,3,3.0,4.0,3.0,7.66,6.2,1493.07
27,No,Travel_Rarely,Sales,8,2,Marketing,4194,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0,2,3,4.0,1.0,3.0,8.43,7.59,1814.7
26,Yes,Travel_Rarely,Sales,4,3,Marketing,4195,Male,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1,3,3,1.0,3.0,2.0,11.49,7.72,1782.73
27,No,Travel_Frequently,Sales,24,3,Life Sciences,4196,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7,3,4,4.0,3.0,3.0,12.64,6.81,1551.82
30,No,Travel_Frequently,Research & Development,1,4,Medical,4197,Male,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7,1,3,3.0,4.0,3.0,11.11,6.82,1582.2
41,Yes,Travel_Rarely,Sales,20,4,Marketing,4198,Male,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8,3,3,2.0,3.0,3.0,8.81,5.99,1425.43
34,No,Non-Travel,Research & Development,7,2,Technical Degree,4199,Female,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7,2,3,2.0,3.0,3.0,7.66,7.81,1882.94
